timestamp,elapsed_time,action_count
2.4,1,0
5.43,-1,1
10.39,-4.960000000000001,1
13.44,-8.01,1
17.37,-11.940000000000001,1
20.45,1,1
23.52,-1,2
27.37,-3.8500000000000014,2
