timestamp,output,input,relevant,string_output
357.43,10.747816115451974,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [3.1399999999999864], 'Cafeïne': [1], 'Temperatuurschommeling': [-1.0]}","{25: array([0.00333333]), 39: array([0.75619658])}",10.747816115451974
359.46,10.128626886834235,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [6.920000000000016], 'Cafeïne': [-1], 'Temperatuurschommeling': [-0.5599999999999987]}",{39: array([0.75619658])},10.128626886834235
361.48,10.128626886834235,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [7.222222222222223], 'Roken': [6.920000000000016], 'Cafeïne': [-1], 'Temperatuurschommeling': [-0.5599999999999987]}",{39: array([0.75619658])},10.128626886834235
363.51,44.08343023255819,"{'fysiologische_stressreactie': [70.00000000000001], 'BewegingSport': [7.222222222222223], 'Roken': [10.0], 'Cafeïne': [-3.089999999999975], 'Temperatuurschommeling': [-0.6799999999999997]}","{18: array([0.4]), 33: array([0.12]), 38: array([0.4]), 39: array([0.25])}",44.08343023255819
365.52,27.402371213609474,"{'fysiologische_stressreactie': [70.00000000000001], 'BewegingSport': [7.222222222222223], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [2.2600000000000016]}","{23: array([0.00333333]), 24: array([0.00055556]), 25: array([0.00333333]), 32: array([0.4]), 38: array([0.4]), 39: array([0.25])}",27.402371213609474
367.54,27.402371213609474,"{'fysiologische_stressreactie': [70.00000000000001], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [2.2600000000000016]}","{23: array([0.00333333]), 24: array([0.00055556]), 25: array([0.00333333]), 32: array([0.4]), 38: array([0.4]), 39: array([0.25])}",27.402371213609474
369.57,42.17098969473074,"{'fysiologische_stressreactie': [70.00000000000001], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-1], 'Temperatuurschommeling': [2.620000000000001]}","{18: array([0.4]), 30: array([0.032]), 32: array([0.4]), 34: array([0.032]), 38: array([0.4]), 39: array([0.25])}",42.17098969473074
371.6,42.17098969473074,"{'fysiologische_stressreactie': [70.00000000000001], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-1], 'Temperatuurschommeling': [2.620000000000001]}","{18: array([0.4]), 30: array([0.032]), 32: array([0.4]), 34: array([0.032]), 38: array([0.4]), 39: array([0.25])}",42.17098969473074
373.61,12.7313811892101,"{'fysiologische_stressreactie': [70.00000000000003], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [0.17999999999999972]}","{23: array([0.00333333]), 24: array([0.00055556]), 25: array([0.00333333]), 38: array([0.4]), 39: array([0.25])}",12.7313811892101
375.63,12.7313811892101,"{'fysiologische_stressreactie': [70.00000000000003], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [0.17999999999999972]}","{23: array([0.00333333]), 24: array([0.00055556]), 25: array([0.00333333]), 38: array([0.4]), 39: array([0.25])}",12.7313811892101
377.66,-1.0,"{'fysiologische_stressreactie': [0], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-1], 'Temperatuurschommeling': [-1.0399999999999991]}",{40: array([1.])},-1.0
379.67,-1.0,"{'fysiologische_stressreactie': [0], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [1.870000000000001]}",{40: array([1.])},-1.0
381.7,-1.0,"{'fysiologische_stressreactie': [0], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [1.870000000000001]}",{40: array([1.])},-1.0
383.72,44.65545267489709,"{'fysiologische_stressreactie': [70.00000000000004], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-1], 'Temperatuurschommeling': [0.0]}","{18: array([0.4]), 38: array([0.4]), 39: array([0.25])}",44.65545267489709
385.73,44.65545267489709,"{'fysiologische_stressreactie': [70.00000000000004], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-1], 'Temperatuurschommeling': [0.0]}","{18: array([0.4]), 38: array([0.4]), 39: array([0.25])}",44.65545267489709
387.75,43.55982377846437,"{'fysiologische_stressreactie': [70.00000000000001], 'BewegingSport': [0], 'Roken': [3.8500000000000227], 'Cafeïne': [-3.8500000000000227], 'Temperatuurschommeling': [3.59]}","{18: array([0.4]), 30: array([0.29066667]), 32: array([0.205]), 34: array([0.25]), 38: array([0.4]), 39: array([0.25])}",43.55982377846437
389.77,30.780461165892962,"{'fysiologische_stressreactie': [70.00000000000001], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [2.7300000000000004]}","{23: array([0.00333333]), 24: array([0.00055556]), 25: array([0.00333333]), 30: array([0.06133333]), 32: array([0.4]), 34: array([0.06133333]), 38: array([0.4]), 39: array([0.25])}",30.780461165892962
391.79,30.780461165892962,"{'fysiologische_stressreactie': [70.00000000000001], 'BewegingSport': [7.222222222222223], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [2.7300000000000004]}","{23: array([0.00333333]), 24: array([0.00055556]), 25: array([0.00333333]), 30: array([0.06133333]), 32: array([0.4]), 34: array([0.06133333]), 38: array([0.4]), 39: array([0.25])}",30.780461165892962
393.81,44.51315255955393,"{'fysiologische_stressreactie': [70.00000000000006], 'BewegingSport': [7.222222222222223], 'Roken': [1], 'Cafeïne': [3.079999999999984], 'Temperatuurschommeling': [3.9299999999999997]}","{18: array([0.4]), 23: array([0.01026667]), 24: array([0.00171111]), 25: array([0.01026667]), 30: array([0.38133333]), 32: array([0.035]), 34: array([0.25]), 38: array([0.4]), 39: array([0.25])}",44.51315255955393
395.83,44.51315255955393,"{'fysiologische_stressreactie': [70.00000000000006], 'BewegingSport': [7.222222222222223], 'Roken': [1], 'Cafeïne': [3.079999999999984], 'Temperatuurschommeling': [3.9299999999999997]}","{18: array([0.4]), 23: array([0.01026667]), 24: array([0.00171111]), 25: array([0.01026667]), 30: array([0.38133333]), 32: array([0.035]), 34: array([0.25]), 38: array([0.4]), 39: array([0.25])}",44.51315255955393
397.85,32.10267950107813,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [3.4599999999999795], 'Cafeïne': [-1], 'Temperatuurschommeling': [3.3200000000000003]}","{34: array([0.21866667]), 39: array([0.75619658])}",32.10267950107813
399.87,10.747816115451974,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [6.920000000000016], 'Cafeïne': [1], 'Temperatuurschommeling': [-1.9699999999999989]}","{25: array([0.00333333]), 39: array([0.75619658])}",10.747816115451974
401.89,10.747816115451974,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [6.920000000000016], 'Cafeïne': [1], 'Temperatuurschommeling': [-1.9699999999999989]}","{25: array([0.00333333]), 39: array([0.75619658])}",10.747816115451974
403.92,42.17098969473065,"{'fysiologische_stressreactie': [70.00000000000006], 'BewegingSport': [0], 'Roken': [10.0], 'Cafeïne': [-1], 'Temperatuurschommeling': [-1.6400000000000006]}","{18: array([0.4]), 33: array([0.4]), 38: array([0.4]), 39: array([0.25])}",42.17098969473065
405.95,42.859024364462734,"{'fysiologische_stressreactie': [70.00000000000006], 'BewegingSport': [0], 'Roken': [13.149999999999977], 'Cafeïne': [-3.1399999999999864], 'Temperatuurschommeling': [3.3900000000000006]}","{18: array([0.4]), 30: array([0.23733333]), 32: array([0.305]), 34: array([0.23733333]), 38: array([0.4]), 39: array([0.25])}",42.859024364462734
407.97,42.85902436446278,"{'fysiologische_stressreactie': [70.00000000000003], 'BewegingSport': [7.222222222222223], 'Roken': [13.149999999999977], 'Cafeïne': [-3.1399999999999864], 'Temperatuurschommeling': [3.3900000000000006]}","{18: array([0.4]), 30: array([0.23733333]), 32: array([0.305]), 34: array([0.23733333]), 38: array([0.4]), 39: array([0.25])}",42.85902436446278
410.01,42.17098969473072,"{'fysiologische_stressreactie': [70.00000000000003], 'BewegingSport': [7.222222222222223], 'Roken': [16.920000000000016], 'Cafeïne': [-6.920000000000016], 'Temperatuurschommeling': [-1.2899999999999991]}","{18: array([0.4]), 33: array([0.4]), 38: array([0.4]), 39: array([0.25])}",42.17098969473072
412.04,42.17098969473068,"{'fysiologische_stressreactie': [70.00000000000004], 'BewegingSport': [7.222222222222223], 'Roken': [16.920000000000016], 'Cafeïne': [-6.920000000000016], 'Temperatuurschommeling': [-1.2899999999999991]}","{18: array([0.4]), 33: array([0.4]), 38: array([0.4]), 39: array([0.25])}",42.17098969473068
414.09,42.17098969473068,"{'fysiologische_stressreactie': [70.00000000000004], 'BewegingSport': [7.222222222222223], 'Roken': [20.00999999999999], 'Cafeïne': [1], 'Temperatuurschommeling': [1.5700000000000003]}","{18: array([0.4]), 23: array([0.00333333]), 24: array([0.00055556]), 25: array([0.00333333]), 32: array([0.4]), 38: array([0.4]), 39: array([0.25])}",42.17098969473068
416.13,44.64842357002002,"{'fysiologische_stressreactie': [70.00000000000004], 'BewegingSport': [7.222222222222223], 'Roken': [23.100000000000023], 'Cafeïne': [3.090000000000032], 'Temperatuurschommeling': [0.129999999999999]}","{18: array([0.4]), 23: array([0.0103]), 24: array([0.00171667]), 25: array([0.0103]), 38: array([0.4]), 39: array([0.25])}",44.64842357002002
418.15,11.860826372893976,"{'fysiologische_stressreactie': [91.55555555555556], 'BewegingSport': [7.222222222222223], 'Roken': [23.100000000000023], 'Cafeïne': [3.090000000000032], 'Temperatuurschommeling': [0.129999999999999]}","{25: array([0.0103]), 39: array([0.78888889])}",11.860826372893976
420.17,13.952124864226077,"{'fysiologische_stressreactie': [91.55555555555556], 'BewegingSport': [7.222222222222223], 'Roken': [-1], 'Cafeïne': [6.920000000000016], 'Temperatuurschommeling': [-1.8000000000000007]}","{25: array([0.02306667]), 39: array([0.78888889])}",13.952124864226077
422.2,13.952124864226077,"{'fysiologische_stressreactie': [91.55555555555556], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [6.920000000000016], 'Temperatuurschommeling': [-1.8000000000000007]}","{25: array([0.02306667]), 39: array([0.78888889])}",13.952124864226077
424.23,10.022392116887527,"{'fysiologische_stressreactie': [91.55555555555556], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-1], 'Temperatuurschommeling': [-1.5]}",{39: array([0.78888889])},10.022392116887527
426.24,14.097557918795419,"{'fysiologische_stressreactie': [91.55555555555556], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [-2.9599999999999795], 'Temperatuurschommeling': [2.59]}","{34: array([0.024]), 39: array([0.78888889])}",14.097557918795419
428.27,14.255393653759636,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [-2.9599999999999795], 'Temperatuurschommeling': [2.59]}","{34: array([0.024]), 39: array([0.75619658])}",14.255393653759636
430.3,27.57399902047467,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-6.8700000000000045], 'Temperatuurschommeling': [3.0500000000000007]}","{34: array([0.14666667]), 39: array([0.75619658])}",27.57399902047467
432.33,10.697177159591861,"{'fysiologische_stressreactie': [90.80808080808082], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [0.17999999999999972]}","{25: array([0.00333333]), 39: array([0.77020202])}",10.697177159591861
434.34,10.697177159591861,"{'fysiologische_stressreactie': [90.80808080808082], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [0.17999999999999972]}","{25: array([0.00333333]), 39: array([0.77020202])}",10.697177159591861
436.38,10.08175008123673,"{'fysiologische_stressreactie': [90.80808080808082], 'BewegingSport': [0], 'Roken': [-3.069999999999993], 'Cafeïne': [-1], 'Temperatuurschommeling': [-0.5199999999999996]}",{39: array([0.77020202])},10.08175008123673
