timestamp,bool
2.35,False
5.38,True
10.32,True
13.38,True
17.3,True
20.38,False
23.47,True
27.32,True
30.38,False
33.4,False
37.25,True
40.33,False
43.39,True
47.31,False
50.31,False
53.37,True
57.31,False
60.3,True
63.38,True
67.17,False
70.32,False
73.37,True
76.79,False
80.31,False
83.39,False
86.54,True
90.31,False
93.39,False
96.79,True
100.31,False
103.39,True
106.81,True
110.31,True
113.38,True
116.63,False
120.31,True
123.4,True
126.46,True
130.31,False
133.42,True
136.42,True
140.32,True
143.35,True
146.43,True
150.31,True
153.39,True
156.41,True
160.32,True
163.35,True
166.38,True
170.11,True
173.33,False
176.36,False
179.85,True
183.32,False
186.39,False
189.78,False
193.33,True
196.4,False
199.72,False
203.31,True
206.4,False
209.67,False
213.31,False
216.4,False
219.39,True
223.3,False
226.32,True
229.4,False
233.15,False
236.33,False
239.37,False
242.9,False
246.31,True
249.39,True
252.74,True
256.37,False
259.38,True
262.57,False
266.31,True
269.31,True
272.38,True
276.04,False
279.31,True
282.38,False
285.83,True
289.31,False
292.39,False
295.75,False
299.31,False
302.39,False
305.5,False
309.33,False
312.42,False
316.24,False
319.31,False
322.37,True
325.93,False
329.32,True
332.38,True
335.84,False
339.3,True
342.38,False
345.68,False
349.3,True
352.38,False
355.52,True
359.31,True
362.39,True
365.45,True
369.3,False
372.38,False
376.29,False
379.34,True
382.38,False
386.23,True
389.3,True
392.38,True
395.84,True
399.3,True
402.39,True
405.54,False
409.31,False
412.39,False
415.49,True
419.32,True
422.44,False
425.4,False
429.31,False
432.31,True
435.39,False
439.18,False
442.31,True
445.41,True
448.73,False
452.33,False
455.39,True
458.5,True
462.34,True
465.4,True
468.46,False
472.31,False
475.32,False
478.38,False
482.18,False
485.32,True
488.39,True
492.15,False
495.31,True
498.38,False
502.21,False
505.32,False
508.37,False
512.21,True
515.33,False
518.39,False
522.05,False
525.32,True
528.39,False
