timestamp,RMSSD,LFn,HFn,LF,HF
307.36,31.36160968122894,0.078085651128686,0.04917769999382845,293.0795200160716,184.5790680023001
312.43,31.20398834906988,0.08023238385177947,0.046327174898270894,297.25770970604026,171.64029343627354
317.49,31.03821493766763,0.08547257697852362,0.04784292123538282,296.2788930000722,165.84088420629374
322.55,31.13411847689498,0.08452063078273978,0.046228186857232005,293.39905803822916,160.47332294042607
327.6,31.662546548447178,0.07958095423030637,0.05735356235790942,237.13609909091755,170.902701256413
332.67,30.985301174732655,0.07923240788843608,0.046836075550026175,276.09065240305654,163.20345423318685
337.71,30.471943256751718,0.07550094879782004,0.048612653813627234,263.58243327858435,169.7123252667692
342.78,31.147676924255165,0.061157636889844595,0.07861966761900074,157.80780870933265,202.86587414679474
347.83,30.90398323477543,0.05420662358879842,0.0830606199566654,139.71556519633194,214.08567246017017
352.89,30.623883199591493,0.07674250028300798,0.062494778630030993,230.54362752182462,187.7417716833349
357.92,30.240236608075,0.05470225874754639,0.09428401723994298,129.9331406307792,223.95087061778437
362.98,30.155154341063046,0.08011146074549869,0.07528709578456812,210.85747962001008,198.1595032385712
368.03,30.203802126906943,0.07929742937868133,0.07739297140434485,207.0912815821474,202.1176444073374
373.11,30.29778136358429,0.07370850934950388,0.07658711968285838,197.09989080682732,204.79742515376768
378.19,31.211493129467332,0.07217994710567754,0.07635142902514565,195.88907764135777,207.21005775243813
383.29,30.5257305353877,0.06740594145094539,0.073136771306883,193.30586190380595,209.74065950295062
388.41,30.619814397018562,0.07043812651141906,0.0766044680063786,193.9522032548091,210.93129651299046
393.5,32.69470630277506,0.07926999479624187,0.08511771742813563,198.87518328321121,213.54614312364754
398.62,32.69470630277506,0.08211957092595777,0.08324765972746091,203.12605550005816,205.9164284394118
403.74,32.47540123529282,0.08455659194472073,0.08236164920672866,214.3082906460883,208.74521844288682
408.85,32.41999660356677,0.0841099894687202,0.07996889875592274,220.85144383316836,209.9779926683033
413.93,32.790790704955256,0.07697942350422057,0.06945281644300685,235.23234787608334,212.23267640604513
419.02,32.78873470561964,0.06763178717170294,0.04076950872066673,282.50306792531546,170.29730801221777
424.1,32.75582116547712,0.06532721312933606,0.05515061194770536,255.94891582626536,216.07747612352074
429.18,32.76108802968682,0.06127337221890261,0.05239531744396702,266.2688168566307,227.68845061752248
434.3,32.870190723545356,0.056551620690541565,0.048439046194618064,274.0923137880756,234.77258630345366
439.44,32.25178720284781,0.051239698344441614,0.0429998551298738,283.981989481037,238.3149160069672
444.55,31.073671069055635,0.048309296593050326,0.03881376629845394,290.4861530488199,233.3890669605775
449.66,30.58903216659345,0.060927711351263895,0.058650235899676814,224.08358839413313,215.7073526821282
454.71,30.60513285877666,0.05725889752905451,0.05587136471184513,218.57118831864096,213.27463686941553
459.83,30.73181485764296,0.043962684705744715,0.03415702088978757,326.8856985044514,253.97542727708648
464.92,30.8865266433422,0.049928661373564207,0.05879989082635935,187.14261892311475,220.39376299931004
470.03,30.900347258148365,0.04613274167236945,0.029819203363521486,363.35975867482244,234.86786488855367
475.12,30.844412423934706,0.06737495501938176,0.06137134432430075,247.4898197791718,225.4366320846868
480.25,30.90107448769997,0.04905386036731616,0.026882646738240888,396.98306506538034,217.55587469171488
485.34,31.102697274959574,0.0714767914959784,0.05444539871167713,285.21068282954525,217.25106875226726
490.47,30.824621706856135,0.05972786404996179,0.0481710253415714,256.4812923776266,206.85432220423658
495.58,30.664492676565043,0.04789548932192693,0.022157780435368337,434.86353024751793,201.17991817159287
500.66,30.946129343559505,0.048453283270491254,0.021243137620141052,439.1213235278325,192.52182882148054
505.78,30.647095204022914,0.04884286860807058,0.022148086641349832,443.9378106119721,201.30621671104007
510.92,30.831911091806063,0.04917743857541102,0.022313122929637462,440.3761771185195,199.8104834244551
516.04,30.70070574650253,0.04867223064981371,0.023890896637053075,438.11192184929024,215.0484270110627
521.13,30.62274986001035,0.04662796419675812,0.02381208921921194,427.23450571352527,218.18122113690075
526.22,30.577953429800633,0.045053428225509076,0.0254185847455933,411.3601206816819,232.08427194857865
531.32,30.26103661606211,0.039648656428111655,0.029922198696690914,360.39879608662085,271.9871329336157
536.39,30.130055172851925,0.03787343138878966,0.029007333652179147,366.225241498116,280.49261401569635
541.46,29.62234200848096,0.04223961755756197,0.02940898018756095,373.6570702097482,260.15560770088615
546.55,29.31426005712287,0.04136966734804215,0.02902177606904767,356.88645938139524,250.3640848524325
551.64,29.589037008850273,0.03743813675513304,0.026676251275646077,388.46293987058897,276.79622688068787
556.74,29.717773594529763,0.041465661273774206,0.029303020681616734,342.4369922031185,241.99392838394434
561.83,29.734379652740923,0.04212917474965399,0.02986956871039729,341.68975754340755,242.25790681232414
566.9,29.67539744440074,0.042606687605828426,0.029529365499354893,345.10628417374767,239.18239539693238
571.98,30.888329331462536,0.03452005099085312,0.028710834916860495,277.45599065745546,230.76423457691197
577.09,31.02445573950628,0.04054150438794961,0.021477928865651207,451.5415288302124,239.2160079532062
582.18,31.03821493766763,0.0415132256922208,0.020829119306653394,474.10303207735274,237.87957823368592
587.27,31.150955402233013,0.04599829515233503,0.027744573404242388,382.23400901097403,230.5502733412605
592.37,31.209333089800435,0.04662721509594122,0.027978384423590002,391.0775222998496,234.6637523990304
597.47,30.627886243264275,0.046759770225564753,0.028174401462948105,393.1468701427268,236.8847772320064
602.54,30.179239832274313,0.044126214630725594,0.021593934262872844,504.8282157088174,247.0465095473869
607.65,30.310008730013312,0.046025339369699304,0.028572235843585026,391.9208648447971,243.3019622608057
612.75,30.432832654401174,0.04453315024145737,0.028171632229981872,386.39153824825587,244.43095207249385
617.85,30.89962001148125,0.043760046500251844,0.02783528227228532,383.13317666908887,243.7067821762958
622.97,32.16364407215078,0.04249557910099675,0.026005574426242125,375.7333287831424,229.93358962980986
628.08,31.99859547479468,0.04193118534710103,0.02634546553413024,373.5916067257327,234.72851333342038
633.16,32.07014783287523,0.043739634485256335,0.021181852738382825,444.5519997495528,215.28380618778823
638.22,31.96275922895409,0.04153660789867296,0.024944543382220876,369.3924505286044,221.83626621012638
643.32,31.60500600370742,0.04306155186514511,0.020104234676584457,427.6565619077864,199.66089258698
648.43,32.767481825256866,0.04167824614401152,0.024234715739214076,367.03351126283036,213.41955660719142
653.51,33.16828050201991,0.04271009417803162,0.025117858385181508,363.05044793162125,213.510410438609
658.63,33.1513383735115,0.043966715817429086,0.02024621506085521,407.13036911939406,187.4792978676161
663.72,33.23325801365625,0.04704405143057482,0.030469694546112928,348.2049652252851,225.52689675360028
668.84,33.23325801365625,0.04698112364443956,0.023597406950870523,378.70889329155494,190.2157117089792
673.95,32.31446609648879,0.05715924870072911,0.042547233047875874,330.8762884734316,246.29208528270468
679.04,32.18904831554786,0.05988235403272478,0.046429267581787365,327.13247065337765,253.63934434435532
684.14,32.184161084594095,0.05110988235401192,0.03567625278680569,302.4763861365198,211.13771968991557
689.23,30.95193809618571,0.05087918253942071,0.04096952217553715,272.7715184083443,219.64422804212845
694.35,30.895983521370685,0.07530293267932729,0.05912828489736868,351.37016738926496,275.8978252586985
699.44,30.85886684441521,0.07548779544185237,0.05466088720913079,379.7075655210329,274.94712608724075
704.52,30.900347258148365,0.07236774835176002,0.04984790854232274,395.6409944044319,272.52300304830607
709.6,30.820976367883983,0.06850088526905301,0.042519884808906144,427.65654058944847,265.45506342315366
714.68,31.309258421772757,0.06705782835617465,0.039506086264295213,443.02636705870174,261.0021574426185
719.78,31.443189362775698,0.06489305180151422,0.0352399720522884,465.8282142510885,252.96657801802937
724.91,31.534536088107192,0.06403062753349514,0.03389982180093278,472.2747657553773,250.03706846086328
729.99,31.548785122356602,0.06254739480049526,0.03274769853292866,473.6791704549629,248.00237843421775
735.07,31.63201336720319,0.054441592586401945,0.06080608222310173,221.42090343017637,247.30609484873253
740.17,31.31428219938821,0.06284968204157436,0.07426525143558274,222.06678457094452,262.4014164581359
745.3,31.675198212768642,0.061640895980085784,0.07326857886211112,226.00932523304772,268.6427866778556
750.4,31.667514280002422,0.050957184733905966,0.03188030582293054,432.28035623054996,270.4472397727561
755.51,31.516229585290294,0.05595765689281781,0.07250268537119589,225.98742581174372,292.80524134273236
760.61,31.413873697367492,0.07059213691911248,0.0750436380373566,291.3335108001876,309.70484089032254
765.72,31.62133917007771,0.07388775354169415,0.0673371767414277,333.83213385452393,304.23598393264416
770.79,31.368774282716245,0.06671172343303665,0.06009450258124986,347.8458118572676,313.3425425519997
775.9,31.51118127672375,0.0685608171056312,0.03822044617937637,482.8970190681719,269.19952688195764
781.0,31.651188805619746,0.06968618879909347,0.03890748299853621,491.7677626793102,274.56582423865257
786.14,31.075117398785714,0.06935784591650157,0.035810761773967886,554.8159899499185,286.46194214860446
791.22,31.98454683054078,0.06734841115851001,0.03240529240977996,581.0927537594903,279.59799316514636
796.34,41.37143344891469,0.06914713335643821,0.034210778714471264,508.02747761648186,251.34831733397132
801.44,42.38401224969178,0.0687814417194504,0.03276094495916898,502.7832900994615,239.4781976295853
806.54,42.33255182268398,0.06345962902705651,0.03106881730496083,482.91662754684177,236.42824114814343
811.64,47.48520237341781,0.054307709134573806,0.02404498424692427,607.5566425076498,268.99845585477556
816.76,48.779715806442574,0.05557325907209367,0.03155923103974576,440.0164840221558,249.87884663264273
821.9,50.315856280683796,0.05432579940264731,0.03364157424845625,450.1830523630956,278.7785315264359
826.98,50.553342613898465,0.05555291078102058,0.03453297875172383,478.31937897021055,297.33442799471186
832.15,150.96101242614688,0.06283291183332951,0.0358155498489149,627.2590847148958,357.54556587132834
837.31,192.71705987934573,0.026542417642078993,0.01542865198278209,867.0572443923796,504.00549992371526
842.47,192.96690057909188,0.027424050248159876,0.014203346700894362,583.7755167541128,302.346516467194
847.6,192.97586738568745,0.0390093547138322,0.02697542584558987,1701.9832722493709,1176.941374390836
852.76,192.95921441321815,0.04163704985557552,0.033197386111131655,2805.195087398502,2236.5932446327633
857.9,193.00392963339524,0.04176973333034846,0.035372493525051195,3603.5892771848967,3051.6818808980233
863.05,221.53894830927027,0.0419574567220629,0.03664824701727432,4981.798673103027,4351.412183336757
868.27,221.492688899555,0.04218359336782431,0.03826819111949573,6232.276019262566,5653.807814213025
873.43,221.5349922901318,0.04312001368938854,0.04146679333336938,9236.169792941851,8882.05525060119
878.63,222.7897500498457,0.0442097386646539,0.04192530497453013,11277.801517588081,10695.047795999015
