timestamp,delta_absolute,delta_percentage,delta_absolute_past,delta_percentage_past
295.74,-0.3500000000000014,-1.4583333333333393,20.709999999999997,704.4217687074826
299.3,0.21000000000000085,0.8750000000000036,24.560000000000002,-7017.14285714283
302.37,2.5700000000000003,10.708333333333336,26.36,12552.380952380901
305.49,2.1799999999999997,9.083333333333332,23.61,918.6770428015564
309.32,0.46999999999999886,1.9583333333333286,22.29,1022.4770642201836
312.38,-1.0100000000000016,-4.208333333333339,22.52,4791.489361702139
316.24,3.3599999999999994,13.999999999999998,28.37,-2808.9108910891046
319.3,1.4499999999999993,6.041666666666664,22.09,657.4404761904763
322.36,-0.46000000000000085,-1.9166666666666703,22.09,1523.4482758620697
325.91,-0.5799999999999983,-2.41666666666666,23.880000000000003,-5191.304347826078
329.31,0.6900000000000013,2.8750000000000053,25.27,-4356.89655172415
332.37,0.4200000000000017,1.750000000000007,23.73,3439.130434782602
335.83,-1.5899999999999999,-6.624999999999999,21.99,5235.714285714264
339.29,3.66,15.25,29.25,-1839.622641509434
342.37,2.719999999999999,11.333333333333329,23.06,630.0546448087431
345.67,0.9800000000000004,4.083333333333336,22.26,818.3823529411768
349.29,-0.03999999999999915,-0.16666666666666313,22.98,2344.8979591836724
352.37,-0.9100000000000001,-3.7916666666666674,23.13,-57825.00000000123
355.51,-1.0,-4.166666666666666,23.91,-2627.472527472527
359.29,-0.5599999999999987,-2.3333333333333277,24.44,-2444.0
362.38,-0.6799999999999997,-2.833333333333332,23.88,-4264.285714285724
365.44,2.2600000000000016,9.416666666666673,26.94,-3961.764705882355
369.29,2.620000000000001,10.91666666666667,24.36,1077.8761061946896
372.37,0.17999999999999972,0.7499999999999989,21.56,822.9007633587782
376.28,-1.0399999999999991,-4.33333333333333,22.78,12655.555555555575
379.33,1.870000000000001,7.7916666666666705,26.91,-2587.5000000000023
382.37,0.0,0.0,22.13,1183.4224598930473
386.22,3.59,14.958333333333332,27.59,0
389.29,2.7300000000000004,11.375000000000002,23.14,644.5682451253482
392.38,3.9299999999999997,16.374999999999996,25.2,923.076923076923
395.84,3.3200000000000003,13.833333333333334,23.39,595.1653944020356
399.29,-1.9699999999999989,-8.208333333333329,18.71,563.5542168674698
402.36,-1.6400000000000006,-6.833333333333336,24.33,-1235.0253807106606
405.52,3.3900000000000006,14.125000000000002,29.03,-1770.1219512195116
409.3,-1.2899999999999991,-5.3749999999999964,19.32,569.9115044247786
412.36,1.5700000000000003,6.541666666666668,26.86,-2082.1705426356602
415.47,0.129999999999999,0.5416666666666625,22.56,1436.9426751592353
419.3,-1.8000000000000007,-7.500000000000003,22.07,16976.92307692321
422.41,-1.5,-6.25,24.3,-1349.9999999999995
425.37,2.59,10.791666666666666,28.09,-1872.6666666666667
429.3,3.0500000000000007,12.708333333333336,24.46,944.4015444015445
432.29,0.17999999999999972,0.7499999999999989,21.13,692.7868852459014
435.37,-0.5199999999999996,-2.166666666666665,23.3,12944.444444444465
439.17,0.9600000000000009,4.0000000000000036,25.48,-4900.000000000005
442.3,-1.0899999999999999,-4.541666666666666,21.95,2286.458333333331
445.36,1.6999999999999993,7.08333333333333,26.79,-2457.798165137615
448.71,2.4400000000000013,10.166666666666673,24.740000000000002,1455.2941176470595
452.31,2.219999999999999,9.249999999999996,23.779999999999998,974.5901639344256
455.38,3.59,14.958333333333332,25.37,1142.7927927927933
458.49,1.6099999999999994,6.708333333333331,22.02,613.3704735376044
462.32,1.5700000000000003,6.541666666666668,23.96,1488.1987577639757
465.37,2.4200000000000017,10.08333333333334,24.85,1582.8025477707006
468.4,2.3500000000000014,9.791666666666671,23.93,988.842975206611
472.3,-0.3200000000000003,-1.3333333333333344,21.33,907.6595744680844
475.3,2.780000000000001,11.58333333333334,27.1,-8468.749999999993
478.37,3.4299999999999997,14.291666666666666,24.65,886.6906474820139
482.16,2.6799999999999997,11.166666666666664,23.25,677.8425655976677
485.31,3.1000000000000014,12.916666666666673,24.42,911.1940298507465
488.37,3.09,12.875,23.99,773.8709677419351
492.14,-0.5100000000000016,-2.125000000000006,20.4,660.1941747572815
495.3,2.960000000000001,12.333333333333336,27.470000000000002,-5386.274509803906
498.37,2.3099999999999987,9.624999999999995,23.349999999999998,788.851351351351
502.21,-0.05999999999999872,-0.24999999999999467,21.630000000000003,936.363636363637
505.29,2.0500000000000007,8.54166666666667,26.11,-43516.666666667596
508.37,2.039999999999999,8.499999999999996,23.99,1170.243902439024
512.19,2.8099999999999987,11.708333333333327,24.77,1214.2156862745103
515.31,-2.0,-8.333333333333332,19.19,682.9181494661925
518.37,1.879999999999999,7.8333333333333295,27.88,-1394.0
522.04,2.039999999999999,8.499999999999996,24.16,1285.1063829787242
525.3,1.4600000000000009,6.0833333333333375,23.42,1148.0392156862752
528.37,2.66,11.083333333333334,25.2,1726.027397260273
