timestamp,elapsed_time,action_count
525.06,-1,37
528.14,1,37
531.67,-1,38
535.06,-3.3899999999999864,38
538.14,1,38
541.61,-1,39
545.06,-3.449999999999932,39
548.13,1,39
551.44,3.310000000000059,39
555.06,-1,40
558.15,1,40
561.31,-1,41
565.07,1,41
568.13,3.0599999999999454,41
571.42,6.349999999999909,41
575.06,-1,42
578.1,-3.0400000000000773,42
581.44,-6.380000000000109,42
585.06,1,42
588.11,-1,43
591.54,1,43
595.07,3.5300000000000864,43
598.11,-1,44
601.37,1,44
606.09,-1,45
609.11,1,45
612.49,-1,46
616.06,1,46
619.11,3.050000000000068,46
623.04,-1,47
626.08,-3.0400000000000773,47
629.13,1,47
633.03,-1,48
636.09,1,48
639.75,3.659999999999968,48
643.06,6.969999999999914,48
646.11,10.019999999999982,48
649.37,13.279999999999973,48
653.07,-1,49
656.12,-3.0499999999999545,49
659.56,-6.489999999999895,49
663.07,1,49
666.13,-1,50
669.34,-3.2100000000000364,50
673.06,-6.92999999999995,50
676.13,1,50
679.13,-1,51
683.03,-3.8999999999999773,51
686.07,-6.940000000000055,51
689.12,1,51
693.06,-1,52
696.12,1,52
699.13,3.009999999999991,52
703.08,-1,53
706.06,1,53
709.14,-1,54
712.79,1,54
716.06,-1,55
719.13,-3.07000000000005,55
722.76,1,55
726.04,-1,56
729.12,1,56
732.98,-1,57
736.05,1,57
739.1,3.050000000000068,57
742.73,6.680000000000064,57
746.05,10.0,57
749.13,13.080000000000041,57
752.64,-1,58
756.06,-3.419999999999959,58
759.13,1,58
762.54,-1,59
766.05,-3.509999999999991,59
769.13,1,59
772.49,3.3600000000000136,59
776.07,6.940000000000055,59
779.12,9.990000000000009,59
782.19,-1,60
786.05,-3.8599999999999,60
789.05,1,60
792.36,-1,61
795.77,-3.409999999999968,61
798.74,1,61
801.85,-1,62
804.93,-3.0799999999999272,62
808.07,1,62
811.14,-1,63
814.61,-3.4700000000000273,63
818.06,-6.919999999999959,63
821.11,1,63
824.58,3.4700000000000273,63
828.14,-1,64
832.17,1,64
835.13,-1,65
838.82,1,65
842.07,-1,66
845.13,1,66
848.95,-1,67
852.06,-3.1099999999999,67
855.12,1,67
858.93,-1,68
862.07,-3.1400000000001,68
865.13,1,68
868.33,3.2000000000000455,68
872.06,-1,69
875.13,-3.07000000000005,69
878.65,-6.590000000000032,69
